service_id,date,exception_type
901_merged_204564,20191105,1
901_merged_204564,20200304,1
901_merged_204564,20191114,1
901_merged_204564,20191210,1
901_merged_204564,20200130,1
901_merged_204564,20200131,1
2_merged_204573,20200120,1
6_merged_204572,20200101,1
6_merged_204572,20191128,1
6_merged_204572,20191225,1
1_merged_204566,20200101,2
1_merged_204566,20200120,2
1_merged_204566,20191128,2
1_merged_204566,20191225,2
4_merged_204557,20190527,2
4_merged_204557,20190704,2
4_merged_204557,20190902,2
301_merged_204565,20191106,1
301_merged_204565,20191107,1
301_merged_204565,20191029,1
301_merged_204565,20191028,1
301_merged_204565,20191104,1
301_merged_204565,20191021,1
301_merged_204565,20200323,1
301_merged_204565,20191022,1
301_merged_204565,20200325,1
301_merged_204565,20200324,1
301_merged_204565,20200327,1
301_merged_204565,20200326,1
301_merged_204565,20191119,1
301_merged_204565,20200225,1
301_merged_204565,20200203,1
301_merged_204565,20191101,1
301_merged_204565,20200206,1
301_merged_204565,20200207,1
301_merged_204565,20200204,1
301_merged_204565,20200205,1
301_merged_204565,20200129,1
301_merged_204565,20200128,1
301_merged_204565,20191213,1
301_merged_204565,20200123,1
301_merged_204565,20200122,1
301_merged_204565,20200121,1
301_merged_204565,20200127,1
301_merged_204565,20200124,1
301_merged_204565,20191122,1
301_merged_204565,20191126,1
301_merged_204565,20191209,1
301_merged_204565,20200219,1
301_merged_204565,20191015,1
301_merged_204565,20200310,1
301_merged_204565,20200311,1
301_merged_204565,20200312,1
301_merged_204565,20191014,1
301_merged_204565,20200218,1
301_merged_204565,20191016,1
301_merged_204565,20191017,1
301_merged_204565,20191115,1
301_merged_204565,20200214,1
301_merged_204565,20200211,1
301_merged_204565,20200210,1
301_merged_204565,20200213,1
301_merged_204565,20200212,1
301_merged_204565,20191218,1
301_merged_204565,20191118,1
301_merged_204565,20200116,1
301_merged_204565,20200117,1
301_merged_204565,20200114,1
301_merged_204565,20200115,1
301_merged_204565,20191212,1
301_merged_204565,20200113,1
301_merged_204565,20200110,1
301_merged_204565,20191211,1
301_merged_204565,20191202,1
301_merged_204565,20200226,1
301_merged_204565,20191113,1
301_merged_204565,20191112,1
301_merged_204565,20191023,1
301_merged_204565,20191003,1
301_merged_204565,20191002,1
301_merged_204565,20191001,1
301_merged_204565,20200306,1
301_merged_204565,20200305,1
301_merged_204565,20191004,1
301_merged_204565,20191025,1
301_merged_204565,20200309,1
301_merged_204565,20191024,1
301_merged_204565,20200224,1
301_merged_204565,20191125,1
301_merged_204565,20191203,1
301_merged_204565,20200227,1
301_merged_204565,20191120,1
301_merged_204565,20191121,1
301_merged_204565,20200107,1
301_merged_204565,20191206,1
301_merged_204565,20200109,1
301_merged_204565,20200108,1
301_merged_204565,20191205,1
301_merged_204565,20200228,1
301_merged_204565,20200303,1
301_merged_204565,20200302,1
301_merged_204565,20200220,1
301_merged_204565,20190930,1
301_merged_204565,20191216,1
301_merged_204565,20191217,1
301_merged_204565,20191204,1
301_merged_204565,20191030,1
301_merged_204565,20191031,1
301_merged_204565,20200221,1
301_merged_204565,20191105,1
301_merged_204565,20200304,1
301_merged_204565,20191114,1
301_merged_204565,20191210,1
301_merged_204565,20200130,1
301_merged_204565,20200131,1
