block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
b_23782,1,18,1,1,DOWNTOWN VIA ELM HILL,15001,8_merged_225468,221149,
b_23986,1,55,1,0,HICKORY HOLLOW,15118,3_merged_225463,223449,
b_23987,1,55,1,0,HICKORY HOLLOW,15118,3_merged_225463,223448,
b_23987,1,55,1,0,HICKORY HOLLOW,15118,3_merged_225463,223443,
b_23978,1,55,1,1,DOWNTOWN,15121,2_merged_225464,223442,
b_23979,1,55,1,1,DOWNTOWN,15121,2_merged_225464,223441,
b_23980,1,55,1,1,DOWNTOWN,15121,2_merged_225464,223440,
b_23988,1,55,1,0,HICKORY HOLLOW,15118,3_merged_225463,223447,
b_23989,1,55,1,0,HICKORY HOLLOW,15118,3_merged_225463,223446,
b_23984,1,55,1,0,HICKORY HOLLOW,15118,3_merged_225463,223445,
b_23985,1,55,1,0,HICKORY HOLLOW,15118,3_merged_225463,223444,
b_24071,1,9,1,1,DOWNTOWN,15167,8_merged_225468,224505,
b_23824,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222318,
b_23825,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222319,
b_23824,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222310,
b_23825,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222311,
b_23824,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222312,
b_23825,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222313,
b_23824,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222314,
b_23825,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222315,
b_23824,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222316,
b_23825,1,3,1,1,DOWNTOWN,15058,8_merged_225468,222317,
a_23365,1,34,1,0,OPRY MILLS VIA DONELSON,14618,8_merged_225462,218559,
a_23366,1,34,1,0,OPRY MILLS VIA ELLINGTON,14619,8_merged_225462,218558,
a_23366,1,34,1,0,OPRY MILLS VIA ELLINGTON,14619,8_merged_225462,218557,
a_23365,1,34,1,0,OPRY MILLS VIA ELLINGTON,14619,8_merged_225462,218556,
a_23365,1,34,1,0,OPRY MILLS VIA DONELSON,14618,8_merged_225462,218555,
a_23365,1,34,1,0,OPRY MILLS VIA ELLINGTON,14619,8_merged_225462,218554,
a_23365,1,34,1,0,OPRY MILLS VIA DONELSON,14618,8_merged_225462,218553,
a_23366,1,34,1,0,OPRY MILLS VIA ELLINGTON,14619,8_merged_225462,218552,
a_23365,1,34,1,0,OPRY MILLS VIA ELLINGTON,14619,8_merged_225462,218551,
a_23365,1,34,1,0,OPRY MILLS VIA DONELSON,14618,8_merged_225462,218550,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224257,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224256,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224255,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224254,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224253,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224252,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224251,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224250,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224259,
b_24033,1,8,1,1,DOWNTOWN,15159,2_merged_225464,224258,
b_24087,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224789,
b_24090,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224788,
b_24087,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224781,
b_24090,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224780,
b_24089,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224783,
b_24088,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224782,
b_24087,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224785,
b_24090,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224784,
b_24089,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224787,
b_24088,1,56,1,0,56S GALLATIN PK MADISON STATION,15196,8_merged_225468,224786,
b_23969,1,52,1,0,52B - WALLACE-EZELL,15113,3_merged_225463,223201,
b_23966,1,52,1,0,52B - WALLACE-EZELL,15113,3_merged_225463,223200,
b_23966,1,52,1,0,52B - WALLACE-EZELL,15113,3_merged_225463,223203,
b_23968,1,52,1,0,52B - WALLACE-EZELL,15113,3_merged_225463,223202,
b_23968,1,52,1,0,52B - WALLACE-EZELL,15113,3_merged_225463,223205,
b_23969,1,52,1,0,52B - WALLACE-EZELL,15113,3_merged_225463,223204,
b_23966,1,52,1,0,52B - WALLACE-EZELL,15113,3_merged_225463,223207,
b_23967,1,52,1,0,52AB - HICKORY PLAZA - WALLACE-EZELL,15112,3_merged_225463,223206,
b_23971,1,52,1,1,52A - DOWNTOWN,15117,3_merged_225463,223209,
b_23970,1,52,1,1,52A - DOWNTOWN,15117,3_merged_225463,223208,
a_24069,1,23,1,0,WALMART VIA CHESAPEAKE,14589,8_merged_225462,224433,
a_24068,1,23,1,0,WALMART VIA PARKWOOD,14588,8_merged_225462,224432,
a_24069,1,23,1,0,WALMART VIA CHESAPEAKE,14589,8_merged_225462,224431,
a_24068,1,23,1,0,WALMART VIA PARKWOOD,14588,8_merged_225462,224430,
a_24069,1,23,1,0,WALMART VIA CHESAPEAKE,14589,8_merged_225462,224437,
a_24068,1,23,1,0,WALMART VIA PARKWOOD,14588,8_merged_225462,224436,
a_24069,1,23,1,0,WALMART VIA CHESAPEAKE,14589,8_merged_225462,224435,
a_24068,1,23,1,0,WALMART VIA PARKWOOD,14588,8_merged_225462,224434,
a_24068,1,23,1,1,DOWNTOWN VIA PARKWOOD,14593,8_merged_225462,224439,
a_24068,1,23,1,0,WALMART VIA PARKWOOD,14588,8_merged_225462,224438,
a_23428,1,50,1,1,DOWNTOWN,14668,8_merged_225462,218801,
a_23441,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218971,
a_23440,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218970,
a_23443,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218973,
a_23442,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218972,
a_23444,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218975,
a_23439,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218974,
a_23441,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218977,
a_23440,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218976,
a_23439,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218979,
a_23443,1,55,1,0,HICKORY HOLLOW,14677,8_merged_225462,218978,
a_22733,1,76,1,0,MADISON,14712,3_merged_225457,213211,
a_22733,1,76,1,0,MADISON,14712,3_merged_225457,213210,
a_22733,1,76,1,0,MADISON,14712,3_merged_225457,213213,
a_22733,1,76,1,0,MADISON,14712,3_merged_225457,213212,
a_23432,1,50,1,1,DOWNTOWN,14668,8_merged_225462,218800,
a_22329,1,18,1,0,AIRPORT VIA ELM HILL,14556,3_merged_225457,209447,
a_22329,1,18,1,0,AIRPORT VIA ELM HILL,14556,3_merged_225457,209446,
a_22329,1,18,1,0,AIRPORT EXPRESS,14558,3_merged_225457,209445,
a_22329,1,18,1,0,AIRPORT EXPRESS,14558,3_merged_225457,209444,
a_22329,1,18,1,0,AIRPORT EXPRESS,14558,3_merged_225457,209443,
a_22329,1,18,1,0,AIRPORT EXPRESS,14558,3_merged_225457,209442,
a_22329,1,18,1,0,AIRPORT EXPRESS,14558,3_merged_225457,209441,
a_22329,1,18,1,0,AIRPORT EXPRESS,14558,3_merged_225457,209440,
a_22329,1,18,1,0,AIRPORT EXPRESS,14558,3_merged_225457,209449,
a_22329,1,18,1,0,AIRPORT VIA ELM HILL,14556,3_merged_225457,209448,
a_23430,1,50,1,1,DOWNTOWN,14668,8_merged_225462,218803,
a_23429,1,50,1,1,DOWNTOWN,14668,8_merged_225462,218802,
b_23837,1,42,1,0,DOWNTOWN,15084,2_merged_225464,222558,
b_23837,1,42,1,0,DOWNTOWN,15084,2_merged_225464,222559,
b_23837,1,42,1,0,DOWNTOWN,15084,2_merged_225464,222556,
b_23837,1,42,1,0,DOWNTOWN,15084,2_merged_225464,222557,
b_23837,1,42,1,0,DOWNTOWN,15084,2_merged_225464,222554,
b_23837,1,42,1,0,DOWNTOWN,15084,2_merged_225464,222555,
b_23837,1,42,1,0,DOWNTOWN,15084,2_merged_225464,222552,
b_23837,1,42,1,0,DOWNTOWN,15084,2_merged_225464,222553,
b_23835,1,4,1,1,DOWNTOWN,15075,8_merged_225468,222550,
b_23835,2,4,2,1,SHELBY AND 19TH,15076,8_merged_225468,222551,
a_23432,1,50,1,1,DOWNTOWN,14668,8_merged_225462,218805,
a_23558,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220200,
a_23556,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220201,
a_23557,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220202,
a_23558,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220203,
a_23556,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220204,
a_23557,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220205,
a_23558,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220206,
a_23556,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220207,
a_23557,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220208,
a_23558,1,52,1,1,52B - DOWNTOWN,14673,2_merged_225458,220209,
a_23431,1,50,1,1,DOWNTOWN,14668,8_merged_225462,218804,
a_22647,1,52,1,0,52A - HICKORY PLAZA,14669,3_merged_225457,212055,
a_23354,1,22,1,1,KINGS LANE,14580,8_merged_225462,218302,
a_23356,1,22,1,1,KINGS LANE,14580,8_merged_225462,218303,
a_23356,1,22,1,1,KINGS LANE,14580,8_merged_225462,218300,
a_23355,1,22,1,1,KINGS LANE,14580,8_merged_225462,218301,
a_23356,1,22,1,1,KINGS LANE,14580,8_merged_225462,218306,
a_24066,1,23,1,0,WALMART VIA CHESAPEAKE,14587,8_merged_225462,218307,
a_23355,1,22,1,1,KINGS LANE,14580,8_merged_225462,218304,
a_23354,1,22,1,1,KINGS LANE,14580,8_merged_225462,218305,
a_24066,1,23,1,0,WALMART VIA PARKWOOD,14588,8_merged_225462,218308,
a_24066,1,23,1,0,WALMART VIA PARKWOOD,14588,8_merged_225462,218309,
b_23777,1,29,1,0,JEFFERSON STREET,15051,8_merged_225468,222113,
a_22387,1,25,1,1,EDGEHILL - NAPIER,14605,3_merged_225457,210324,
a_22388,1,25,1,1,EDGEHILL - NAPIER,14605,3_merged_225457,210325,
a_22410,1,34,1,0,OPRY MILLS VIA DONELSON,14618,3_merged_225457,210890,
a_22388,1,25,1,1,EDGEHILL - NAPIER,14605,3_merged_225457,210327,
a_22387,1,25,1,1,EDGEHILL - NAPIER,14605,3_merged_225457,210320,
a_22388,1,25,1,1,EDGEHILL - NAPIER,14605,3_merged_225457,210321,
a_22387,1,25,1,1,EDGEHILL - NAPIER,14605,3_merged_225457,210322,
a_22388,1,25,1,1,EDGEHILL - NAPIER,14605,3_merged_225457,210323,
a_22410,1,34,1,1,DOWNTOWN VIA DONELSON,14621,3_merged_225457,210898,
a_22410,1,34,1,1,DOWNTOWN VIA ELLINGTON,14622,3_merged_225457,210899,
b_24006,1,56,1,1,DOWNTOWN,15130,3_merged_225463,223784,
b_24005,1,56,1,1,DOWNTOWN,15130,3_merged_225463,223785,
b_24004,1,56,1,1,DOWNTOWN,15130,3_merged_225463,223786,
b_24007,1,56,1,1,DOWNTOWN,15130,3_merged_225463,223787,
b_24004,1,56,1,1,DOWNTOWN,15130,3_merged_225463,223780,
b_24007,1,56,1,1,DOWNTOWN,15130,3_merged_225463,223781,
b_24011,1,56,1,0,RIVERGATE,15124,8_merged_225468,223834,
b_24010,1,56,1,0,RIVERGATE,15124,8_merged_225468,223835,
b_24008,1,56,1,0,RIVERGATE,15124,8_merged_225468,223838,
b_24013,1,56,1,0,RIVERGATE,15124,8_merged_225468,223839,
b_24003,1,56,1,1,DOWNTOWN,15130,3_merged_225463,223788,
b_24002,1,56,1,1,DOWNTOWN,15130,3_merged_225463,223789,
b_23767,1,14,1,0,BUENA VISTA,14992,2_merged_225464,220846,
a_23560,1,55,1,0,HICKORY HOLLOW,14677,2_merged_225458,220235,
a_22702,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212799,
a_22705,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212798,
b_23767,1,14,1,0,BUENA VISTA,14991,2_merged_225464,220842,
b_23767,1,14,1,0,BUENA VISTA,14991,2_merged_225464,220843,
b_23767,1,14,1,0,BUENA VISTA,14991,2_merged_225464,220840,
b_23767,1,14,1,0,BUENA VISTA,14991,2_merged_225464,220841,
a_22702,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212793,
a_22705,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212792,
a_22701,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212791,
a_22700,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212790,
a_22701,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212797,
a_23564,1,55,1,0,HICKORY HOLLOW,14677,2_merged_225458,220237,
a_22704,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212795,
a_22703,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212794,
a_23561,1,55,1,0,HICKORY HOLLOW,14677,2_merged_225458,220236,
a_23564,1,55,1,0,HICKORY HOLLOW,14677,2_merged_225458,220231,
a_23561,1,55,1,0,HICKORY HOLLOW,14677,2_merged_225458,220230,
b_24024,1,72,1,0,WALMART,15146,2_merged_225464,224107,
a_22702,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212805,
a_23559,1,55,1,0,HICKORY HOLLOW,14677,2_merged_225458,220233,
b_23795,1,22,1,0,DOWNTOWN,15018,2_merged_225464,221426,
a_23562,1,55,1,0,HICKORY HOLLOW,14677,2_merged_225458,220232,
b_23795,1,22,1,0,DOWNTOWN,15019,2_merged_225464,221425,
b_23833,1,4,1,1,DOWNTOWN,15075,3_merged_225463,222485,
a_22357,1,22,1,1,LONG TERM CARE,14585,3_merged_225457,209985,
b_23794,1,22,1,0,DOWNTOWN,15019,2_merged_225464,221423,
b_23795,1,22,1,0,DOWNTOWN,15017,2_merged_225464,221422,
a_22705,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212804,
a_22357,1,22,1,1,LONG TERM CARE,14585,3_merged_225457,209980,
b_23794,1,22,1,0,DOWNTOWN,15017,2_merged_225464,221420,
b_24237,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225319,
b_24240,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225318,
b_24237,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225315,
b_24240,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225314,
b_24239,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225317,
b_24238,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225316,
b_24237,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225311,
b_24240,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225310,
b_24239,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225313,
b_24238,1,52,1,1,52A - DOWNTOWN,15202,8_merged_225468,225312,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221528,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221529,
b_23816,1,28,1,0,DOWNTOWN,15048,8_merged_225468,221963,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221522,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221523,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221520,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221521,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221526,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221527,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221524,
b_23798,1,22,1,1,LONG TERM CARE,15022,3_merged_225463,221525,
a_23434,1,52,1,1,52B - DOWNTOWN,14673,8_merged_225462,218898,
a_23437,1,52,1,1,52B - DOWNTOWN,14673,8_merged_225462,218899,
b_24024,1,72,1,0,GRASSMERE-WALMART,15147,2_merged_225464,224109,
a_23434,1,52,1,1,52B - DOWNTOWN,14673,8_merged_225462,218892,
a_23437,1,52,1,1,52B - DOWNTOWN,14673,8_merged_225462,218893,
a_23437,1,52,1,1,52B - DOWNTOWN,14673,8_merged_225462,218890,
b_24024,1,72,1,0,GRASSMERE-WALMART,15147,2_merged_225464,224108,
a_23437,1,52,1,1,52B - DOWNTOWN,14673,8_merged_225462,218896,
a_23435,1,52,1,1,52B - DOWNTOWN,14673,8_merged_225462,218897,
a_23435,1,52,1,1,52B - DOWNTOWN,14673,8_merged_225462,218894,
a_23434,1,52,1,1,52B - DOWNTOWN,14673,8_merged_225462,218895,
b_23816,1,28,1,0,DOWNTOWN,15048,8_merged_225468,221965,
a_23348,1,17,1,1,DOWNTOWN,14555,8_merged_225462,218092,
a_23347,1,17,1,1,DOWNTOWN,14555,8_merged_225462,218093,
a_23348,1,17,1,1,DOWNTOWN,14555,8_merged_225462,218090,
a_23347,1,17,1,1,DOWNTOWN,14555,8_merged_225462,218091,
a_23348,1,17,1,1,DOWNTOWN,14555,8_merged_225462,218096,
a_23349,1,18,1,0,AIRPORT EXPRESS,14558,8_merged_225462,218097,
a_23348,1,17,1,1,DOWNTOWN,14555,8_merged_225462,218094,
a_23347,1,17,1,1,DOWNTOWN,14555,8_merged_225462,218095,
a_23349,1,18,1,0,AIRPORT EXPRESS,14558,8_merged_225462,218098,
a_23349,1,18,1,0,AIRPORT VIA ELM HILL,14557,8_merged_225462,218099,
b_24104,1,50,1,0,CHARLOTTE PIKE,15104,8_merged_225468,223014,
b_24102,1,50,1,0,CHARLOTTE PIKE,15104,8_merged_225468,223015,
b_24107,1,50,1,0,CHARLOTTE PIKE,15104,8_merged_225468,223016,
a_22374,1,23,1,0,WALMART VIA PARKWOOD,14588,3_merged_225457,210158,
b_24107,1,50,1,0,CHARLOTTE PIKE,15104,8_merged_225468,223010,
b_24104,1,50,1,0,CHARLOTTE PIKE,15104,8_merged_225468,223011,
b_24102,1,50,1,0,CHARLOTTE PIKE,15104,8_merged_225468,223012,
b_24107,1,50,1,0,CHARLOTTE PIKE,15104,8_merged_225468,223013,
a_22373,1,23,1,0,WALMART VIA CHESAPEAKE,14589,3_merged_225457,210153,
a_22373,1,23,1,0,WALMART VIA CHESAPEAKE,14589,3_merged_225457,210152,
a_22373,1,23,1,0,WALMART VIA CHESAPEAKE,14589,3_merged_225457,210151,
a_22373,1,23,1,0,WALMART VIA CHESAPEAKE,14589,3_merged_225457,210150,
a_22374,1,23,1,0,WALMART VIA PARKWOOD,14588,3_merged_225457,210157,
a_22374,1,23,1,0,WALMART VIA PARKWOOD,14588,3_merged_225457,210156,
a_22374,1,23,1,0,WALMART VIA PARKWOOD,14588,3_merged_225457,210155,
a_22374,1,23,1,0,WALMART VIA PARKWOOD,14588,3_merged_225457,210154,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221948,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221949,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221944,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221945,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221946,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221947,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221940,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221941,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221942,
b_23815,1,28,1,1,OAKWOOD,15050,3_merged_225463,221943,
a_22701,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212803,
a_22700,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212802,
a_22704,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212801,
a_22703,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212800,
a_22704,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212807,
a_22703,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212806,
a_23464,1,14,1,1,DOWNTOWN,14552,2_merged_225458,219325,
a_23464,1,14,1,1,DOWNTOWN,14552,2_merged_225458,219324,
a_22701,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212809,
a_22700,1,56,1,1,DOWNTOWN,14686,3_merged_225457,212808,
a_23486,1,34,1,1,DOWNTOWN VIA ELLINGTON,14622,2_merged_225458,219859,
a_23486,1,34,1,1,DOWNTOWN VIA DONELSON,14621,2_merged_225458,219858,
a_22359,1,42,1,1,26TH AND CLARKSVILLE HWY,14646,3_merged_225457,211208,
a_22359,1,42,1,1,26TH AND CLARKSVILLE HWY,14646,3_merged_225457,211209,
b_23820,1,5,1,1,DOWNTOWN,15103,2_merged_225464,222767,
b_23942,1,5,1,1,DOWNTOWN,15103,2_merged_225464,222766,
b_23820,1,5,1,1,DOWNTOWN,15103,2_merged_225464,222761,
b_23942,1,5,1,1,DOWNTOWN,15103,2_merged_225464,222760,
b_23942,1,5,1,1,DOWNTOWN,15103,2_merged_225464,222763,
